age,label_encoded,label,image_id
55,0,bacterial_leaf_blight,109795.jpg
70,3,blast,105204.jpg
75,3,blast,105040.jpg
67,5,dead_heart,107141.jpg
70,7,hispa,102758.jpg
70,6,downy_mildew,109873.jpg
60,8,normal,109675.jpg
70,4,brown_spot,109337.jpg
50,4,brown_spot,103509.jpg
70,5,dead_heart,101952.jpg
75,3,blast,100230.jpg
70,4,brown_spot,103338.jpg
60,6,downy_mildew,109914.jpg
68,6,downy_mildew,107855.jpg
75,3,blast,104043.jpg
72,9,tungro,106574.jpg
70,5,dead_heart,103608.jpg
75,3,blast,100731.jpg
45,9,tungro,104354.jpg
72,9,tungro,106879.jpg
60,8,normal,103430.jpg
67,2,bacterial_panicle_blight,102136.jpg
70,5,dead_heart,106155.jpg
75,3,blast,105307.jpg
70,8,normal,101898.jpg
70,5,dead_heart,102945.jpg
70,8,normal,106618.jpg
80,2,bacterial_panicle_blight,105335.jpg
45,3,blast,103925.jpg
65,7,hispa,103371.jpg
50,8,normal,106363.jpg
72,7,hispa,109252.jpg
45,7,hispa,103234.jpg
65,8,normal,100322.jpg
50,7,hispa,102784.jpg
57,9,tungro,110114.jpg
50,3,blast,101085.jpg
65,7,hispa,103974.jpg
70,5,dead_heart,107670.jpg
70,5,dead_heart,100214.jpg
60,9,tungro,102426.jpg
70,8,normal,104703.jpg
50,8,normal,107703.jpg
68,2,bacterial_panicle_blight,105487.jpg
70,7,hispa,109826.jpg
50,9,tungro,103594.jpg
50,5,dead_heart,102413.jpg
75,3,blast,104661.jpg
67,8,normal,106976.jpg
70,6,downy_mildew,109164.jpg
65,5,dead_heart,108468.jpg
70,5,dead_heart,101539.jpg
50,8,normal,103209.jpg
65,7,hispa,101027.jpg
72,9,tungro,102684.jpg
70,5,dead_heart,100947.jpg
67,8,normal,106977.jpg
60,9,tungro,104224.jpg
60,8,normal,107877.jpg
75,4,brown_spot,100975.jpg
80,2,bacterial_panicle_blight,104223.jpg
55,4,brown_spot,109835.jpg
57,7,hispa,105216.jpg
60,6,downy_mildew,108472.jpg
65,7,hispa,104403.jpg
60,4,brown_spot,103267.jpg
60,8,normal,101314.jpg
70,7,hispa,107845.jpg
60,8,normal,101616.jpg
66,4,brown_spot,110371.jpg
47,3,blast,105054.jpg
57,7,hispa,102033.jpg
70,7,hispa,100072.jpg
65,7,hispa,109676.jpg
70,5,dead_heart,104721.jpg
45,3,blast,102885.jpg
60,9,tungro,107258.jpg
72,0,bacterial_leaf_blight,109910.jpg
80,5,dead_heart,102012.jpg
55,0,bacterial_leaf_blight,107493.jpg
60,6,downy_mildew,106759.jpg
70,9,tungro,108659.jpg
65,7,hispa,102301.jpg
65,0,bacterial_leaf_blight,100133.jpg
55,7,hispa,103919.jpg
70,8,normal,101789.jpg
70,3,blast,105148.jpg
80,5,dead_heart,109184.jpg
70,2,bacterial_panicle_blight,103733.jpg
70,5,dead_heart,108695.jpg
60,8,normal,108714.jpg
60,8,normal,107028.jpg
45,3,blast,109994.jpg
75,3,blast,101534.jpg
75,3,blast,109225.jpg
70,3,blast,103715.jpg
70,5,dead_heart,109652.jpg
70,9,tungro,104297.jpg
50,7,hispa,103115.jpg
60,9,tungro,103929.jpg
65,4,brown_spot,100711.jpg
50,1,bacterial_leaf_streak,103791.jpg
50,5,dead_heart,106790.jpg
70,5,dead_heart,103003.jpg
75,3,blast,100954.jpg
55,0,bacterial_leaf_blight,106272.jpg
72,0,bacterial_leaf_blight,109115.jpg
57,7,hispa,107710.jpg
70,5,dead_heart,100752.jpg
60,8,normal,101626.jpg
70,7,hispa,110239.jpg
50,3,blast,101521.jpg
70,7,hispa,100540.jpg
50,7,hispa,106307.jpg
70,3,blast,104971.jpg
60,8,normal,100376.jpg
70,5,dead_heart,104147.jpg
50,5,dead_heart,101324.jpg
50,7,hispa,106356.jpg
68,0,bacterial_leaf_blight,104086.jpg
67,2,bacterial_panicle_blight,108473.jpg
45,7,hispa,105737.jpg
70,5,dead_heart,107271.jpg
72,5,dead_heart,102702.jpg
75,3,blast,101160.jpg
67,2,bacterial_panicle_blight,107445.jpg
47,3,blast,102188.jpg
70,8,normal,107369.jpg
80,5,dead_heart,100224.jpg
70,7,hispa,106442.jpg
68,4,brown_spot,103279.jpg
45,3,blast,106807.jpg
75,5,dead_heart,103253.jpg
55,4,brown_spot,108994.jpg
60,8,normal,106181.jpg
70,7,hispa,107037.jpg
80,5,dead_heart,103541.jpg
75,3,blast,110074.jpg
50,7,hispa,100747.jpg
72,4,brown_spot,100532.jpg
65,7,hispa,104101.jpg
60,9,tungro,110228.jpg
65,5,dead_heart,106836.jpg
70,6,downy_mildew,108588.jpg
70,8,normal,108313.jpg
70,8,normal,100267.jpg
70,9,tungro,101086.jpg
75,3,blast,109297.jpg
57,7,hispa,103164.jpg
70,9,tungro,107793.jpg
50,1,bacterial_leaf_streak,105027.jpg
60,9,tungro,102333.jpg
70,5,dead_heart,102201.jpg
50,3,blast,109154.jpg
50,3,blast,101171.jpg
45,6,downy_mildew,100791.jpg
45,7,hispa,100510.jpg
70,3,blast,100405.jpg
70,6,downy_mildew,108216.jpg
70,4,brown_spot,109809.jpg
45,3,blast,109693.jpg
75,3,blast,100940.jpg
65,7,hispa,108457.jpg
75,3,blast,101875.jpg
65,5,dead_heart,105165.jpg
50,8,normal,101913.jpg
65,7,hispa,104891.jpg
70,3,blast,104870.jpg
60,6,downy_mildew,109000.jpg
45,9,tungro,106684.jpg
65,8,normal,106137.jpg
75,3,blast,100742.jpg
70,9,tungro,106605.jpg
60,3,blast,109023.jpg
45,9,tungro,100204.jpg
72,9,tungro,106788.jpg
70,3,blast,106747.jpg
65,7,hispa,108061.jpg
45,3,blast,110289.jpg
55,4,brown_spot,107972.jpg
50,8,normal,100344.jpg
55,4,brown_spot,108186.jpg
70,6,downy_mildew,103856.jpg
70,8,normal,106593.jpg
50,8,normal,107665.jpg
75,3,blast,109049.jpg
55,9,tungro,109555.jpg
50,8,normal,105141.jpg
70,3,blast,101501.jpg
70,4,brown_spot,102347.jpg
65,7,hispa,107983.jpg
65,7,hispa,101193.jpg
50,8,normal,106244.jpg
50,3,blast,101683.jpg
70,7,hispa,104301.jpg
60,7,hispa,108016.jpg
50,6,downy_mildew,105863.jpg
70,1,bacterial_leaf_streak,104391.jpg
75,5,dead_heart,106541.jpg
75,3,blast,107218.jpg
67,2,bacterial_panicle_blight,101031.jpg
65,7,hispa,104719.jpg
60,4,brown_spot,102320.jpg
72,4,brown_spot,110309.jpg
60,9,tungro,106878.jpg
65,0,bacterial_leaf_blight,104106.jpg
70,3,blast,100674.jpg
70,5,dead_heart,107756.jpg
70,5,dead_heart,101334.jpg
60,8,normal,108672.jpg
60,8,normal,103372.jpg
70,9,tungro,108648.jpg
70,6,downy_mildew,101096.jpg
68,4,brown_spot,106312.jpg
55,4,brown_spot,101691.jpg
60,8,normal,105050.jpg
75,3,blast,101347.jpg
75,5,dead_heart,109203.jpg
72,5,dead_heart,105983.jpg
70,7,hispa,106920.jpg
70,5,dead_heart,103330.jpg
70,9,tungro,103423.jpg
50,7,hispa,102979.jpg
68,4,brown_spot,103296.jpg
70,5,dead_heart,100862.jpg
60,6,downy_mildew,105733.jpg
60,9,tungro,104663.jpg
68,7,hispa,107959.jpg
70,3,blast,101335.jpg
67,9,tungro,105160.jpg
60,9,tungro,102585.jpg
72,0,bacterial_leaf_blight,108929.jpg
70,4,brown_spot,106424.jpg
75,3,blast,107235.jpg
75,3,blast,110181.jpg
60,9,tungro,109731.jpg
70,8,normal,100400.jpg
65,5,dead_heart,108307.jpg
70,8,normal,109483.jpg
55,3,blast,105103.jpg
67,5,dead_heart,109489.jpg
60,3,blast,106548.jpg
57,8,normal,104346.jpg
60,3,blast,102611.jpg
55,3,blast,110370.jpg
65,9,tungro,105115.jpg
75,5,dead_heart,108735.jpg
70,8,normal,106374.jpg
70,0,bacterial_leaf_blight,106861.jpg
70,3,blast,100556.jpg
60,8,normal,100324.jpg
67,9,tungro,103561.jpg
60,8,normal,104166.jpg
70,8,normal,110265.jpg
45,7,hispa,102321.jpg
70,4,brown_spot,101145.jpg
75,5,dead_heart,100115.jpg
50,8,normal,105337.jpg
70,4,brown_spot,100730.jpg
55,4,brown_spot,102504.jpg
70,2,bacterial_panicle_blight,106322.jpg
72,0,bacterial_leaf_blight,107326.jpg
80,5,dead_heart,107435.jpg
55,3,blast,107332.jpg
45,3,blast,108382.jpg
45,3,blast,108475.jpg
60,3,blast,105687.jpg
50,7,hispa,109211.jpg
67,2,bacterial_panicle_blight,106834.jpg
70,6,downy_mildew,110221.jpg
70,6,downy_mildew,101548.jpg
55,0,bacterial_leaf_blight,101767.jpg
70,5,dead_heart,103441.jpg
67,4,brown_spot,100907.jpg
67,5,dead_heart,100963.jpg
70,3,blast,110006.jpg
67,5,dead_heart,101770.jpg
68,4,brown_spot,107531.jpg
60,8,normal,106581.jpg
70,3,blast,105757.jpg
75,5,dead_heart,104420.jpg
60,9,tungro,102879.jpg
67,5,dead_heart,110291.jpg
70,4,brown_spot,106576.jpg
67,8,normal,108665.jpg
68,4,brown_spot,102786.jpg
75,3,blast,101063.jpg
60,3,blast,104225.jpg
72,9,tungro,105892.jpg
60,3,blast,108348.jpg
60,9,tungro,105231.jpg
60,8,normal,108605.jpg
57,7,hispa,103414.jpg
70,1,bacterial_leaf_streak,101316.jpg
70,9,tungro,109370.jpg
72,0,bacterial_leaf_blight,106202.jpg
67,8,normal,100253.jpg
70,5,dead_heart,107095.jpg
60,8,normal,108629.jpg
50,7,hispa,103951.jpg
66,4,brown_spot,105244.jpg
50,5,dead_heart,100444.jpg
65,7,hispa,110153.jpg
72,5,dead_heart,108248.jpg
68,4,brown_spot,102402.jpg
75,4,brown_spot,105479.jpg
65,7,hispa,107632.jpg
45,9,tungro,109110.jpg
60,6,downy_mildew,100220.jpg
70,5,dead_heart,110097.jpg
75,3,blast,103742.jpg
60,8,normal,107926.jpg
65,8,normal,109570.jpg
50,1,bacterial_leaf_streak,104402.jpg
50,3,blast,109293.jpg
60,8,normal,103264.jpg
70,4,brown_spot,103995.jpg
70,7,hispa,103216.jpg
65,7,hispa,105097.jpg
55,7,hispa,104715.jpg
70,5,dead_heart,101415.jpg
73,8,normal,103510.jpg
70,3,blast,106134.jpg
75,3,blast,102553.jpg
60,8,normal,106390.jpg
70,1,bacterial_leaf_streak,103519.jpg
60,9,tungro,106438.jpg
65,7,hispa,101976.jpg
70,8,normal,109604.jpg
72,9,tungro,102019.jpg
70,4,brown_spot,103797.jpg
55,6,downy_mildew,109690.jpg
50,4,brown_spot,107361.jpg
70,3,blast,109664.jpg
70,5,dead_heart,102328.jpg
50,6,downy_mildew,109864.jpg
70,7,hispa,103767.jpg
65,5,dead_heart,105946.jpg
55,3,blast,107099.jpg
50,8,normal,100530.jpg
68,1,bacterial_leaf_streak,102771.jpg
67,5,dead_heart,104956.jpg
55,6,downy_mildew,106345.jpg
67,9,tungro,109430.jpg
70,5,dead_heart,100700.jpg
75,3,blast,102205.jpg
60,8,normal,101393.jpg
50,8,normal,103676.jpg
45,3,blast,108300.jpg
60,7,hispa,104182.jpg
70,5,dead_heart,102603.jpg
55,8,normal,109668.jpg
60,8,normal,101204.jpg
75,2,bacterial_panicle_blight,109077.jpg
50,8,normal,110142.jpg
50,7,hispa,104823.jpg
70,8,normal,103593.jpg
68,7,hispa,100478.jpg
60,7,hispa,100571.jpg
75,5,dead_heart,100587.jpg
70,4,brown_spot,105248.jpg
67,5,dead_heart,104718.jpg
57,9,tungro,103451.jpg
50,0,bacterial_leaf_blight,102726.jpg
68,2,bacterial_panicle_blight,104678.jpg
60,3,blast,101483.jpg
50,0,bacterial_leaf_blight,105291.jpg
55,6,downy_mildew,106963.jpg
60,8,normal,105213.jpg
70,3,blast,100282.jpg
80,5,dead_heart,106597.jpg
75,2,bacterial_panicle_blight,110057.jpg
70,5,dead_heart,104049.jpg
75,3,blast,106037.jpg
75,3,blast,102432.jpg
70,5,dead_heart,100116.jpg
60,8,normal,104409.jpg
70,8,normal,106375.jpg
50,3,blast,108718.jpg
70,5,dead_heart,104994.jpg
47,0,bacterial_leaf_blight,109785.jpg
70,9,tungro,102214.jpg
47,3,blast,100245.jpg
60,9,tungro,108776.jpg
65,4,brown_spot,103762.jpg
60,9,tungro,100223.jpg
57,7,hispa,108315.jpg
60,9,tungro,103983.jpg
50,6,downy_mildew,100655.jpg
70,3,blast,103390.jpg
75,3,blast,106047.jpg
45,7,hispa,107834.jpg
60,9,tungro,105748.jpg
70,5,dead_heart,108859.jpg
55,0,bacterial_leaf_blight,106629.jpg
57,8,normal,107609.jpg
45,3,blast,102228.jpg
72,9,tungro,109447.jpg
50,7,hispa,104469.jpg
70,7,hispa,104318.jpg
50,3,blast,108956.jpg
68,2,bacterial_panicle_blight,107286.jpg
70,7,hispa,108768.jpg
70,6,downy_mildew,107173.jpg
70,9,tungro,101826.jpg
70,3,blast,106167.jpg
65,5,dead_heart,102001.jpg
75,3,blast,106730.jpg
60,8,normal,106795.jpg
55,7,hispa,105056.jpg
80,2,bacterial_panicle_blight,109790.jpg
70,9,tungro,106898.jpg
75,3,blast,102838.jpg
73,5,dead_heart,100748.jpg
70,8,normal,108371.jpg
72,5,dead_heart,101582.jpg
45,3,blast,102452.jpg
65,7,hispa,109715.jpg
60,9,tungro,103237.jpg
67,5,dead_heart,110364.jpg
70,4,brown_spot,107661.jpg
50,7,hispa,105674.jpg
47,3,blast,102469.jpg
60,8,normal,109877.jpg
60,8,normal,109377.jpg
70,3,blast,108449.jpg
60,3,blast,105524.jpg
75,5,dead_heart,104740.jpg
50,8,normal,103393.jpg
60,8,normal,100884.jpg
67,9,tungro,105967.jpg
50,7,hispa,105750.jpg
65,4,brown_spot,108290.jpg
45,3,blast,107265.jpg
68,2,bacterial_panicle_blight,104465.jpg
50,8,normal,107252.jpg
70,7,hispa,108260.jpg
50,8,normal,103318.jpg
60,8,normal,101837.jpg
60,9,tungro,108495.jpg
60,8,normal,109969.jpg
60,6,downy_mildew,107397.jpg
72,4,brown_spot,103069.jpg
60,8,normal,105775.jpg
50,3,blast,101910.jpg
67,8,normal,106701.jpg
70,4,brown_spot,103965.jpg
70,6,downy_mildew,105326.jpg
67,5,dead_heart,108084.jpg
70,9,tungro,109924.jpg
70,8,normal,106152.jpg
50,7,hispa,103823.jpg
70,8,normal,107291.jpg
75,4,brown_spot,110085.jpg
45,3,blast,105509.jpg
45,7,hispa,101946.jpg
70,6,downy_mildew,104468.jpg
45,3,blast,101869.jpg
60,9,tungro,101349.jpg
70,2,bacterial_panicle_blight,101392.jpg
75,4,brown_spot,109746.jpg
60,6,downy_mildew,102634.jpg
70,5,dead_heart,105527.jpg
45,4,brown_spot,109576.jpg
75,3,blast,106692.jpg
72,9,tungro,104562.jpg
70,1,bacterial_leaf_streak,109962.jpg
55,3,blast,104483.jpg
65,5,dead_heart,100641.jpg
47,0,bacterial_leaf_blight,100582.jpg
57,8,normal,109792.jpg
70,5,dead_heart,108162.jpg
60,6,downy_mildew,105495.jpg
55,0,bacterial_leaf_blight,108199.jpg
70,7,hispa,104119.jpg
45,7,hispa,107378.jpg
75,5,dead_heart,105041.jpg
60,9,tungro,106026.jpg
70,7,hispa,105346.jpg
50,7,hispa,108493.jpg
60,8,normal,100994.jpg
70,5,dead_heart,100688.jpg
50,6,downy_mildew,104863.jpg
70,8,normal,102785.jpg
55,0,bacterial_leaf_blight,101658.jpg
50,5,dead_heart,102312.jpg
60,9,tungro,108165.jpg
50,3,blast,108987.jpg
72,4,brown_spot,104750.jpg
70,7,hispa,104996.jpg
70,9,tungro,102790.jpg
68,6,downy_mildew,101663.jpg
72,0,bacterial_leaf_blight,102106.jpg
60,7,hispa,108992.jpg
65,2,bacterial_panicle_blight,101073.jpg
75,4,brown_spot,105410.jpg
60,7,hispa,102394.jpg
70,4,brown_spot,105582.jpg
60,3,blast,102218.jpg
45,6,downy_mildew,104788.jpg
70,3,blast,100280.jpg
70,7,hispa,100934.jpg
57,7,hispa,104947.jpg
75,5,dead_heart,103444.jpg
50,7,hispa,104793.jpg
60,8,normal,107346.jpg
68,7,hispa,102567.jpg
47,3,blast,101016.jpg
70,1,bacterial_leaf_streak,102088.jpg
55,0,bacterial_leaf_blight,108265.jpg
65,4,brown_spot,104987.jpg
75,4,brown_spot,108596.jpg
70,3,blast,107880.jpg
70,5,dead_heart,107110.jpg
72,4,brown_spot,108235.jpg
70,2,bacterial_panicle_blight,107719.jpg
72,0,bacterial_leaf_blight,106016.jpg
55,4,brown_spot,101700.jpg
75,5,dead_heart,108736.jpg
45,9,tungro,104118.jpg
45,3,blast,101510.jpg
70,5,dead_heart,107936.jpg
50,3,blast,105519.jpg
60,9,tungro,105799.jpg
72,9,tungro,101785.jpg
68,6,downy_mildew,107310.jpg
70,6,downy_mildew,107353.jpg
70,7,hispa,103333.jpg
60,8,normal,109502.jpg
50,3,blast,101435.jpg
60,9,tungro,108560.jpg
65,5,dead_heart,102460.jpg
70,1,bacterial_leaf_streak,109594.jpg
60,5,dead_heart,109900.jpg
65,7,hispa,107313.jpg
70,3,blast,100638.jpg
55,0,bacterial_leaf_blight,110392.jpg
70,9,tungro,106707.jpg
72,5,dead_heart,105232.jpg
60,7,hispa,103345.jpg
50,3,blast,105109.jpg
60,8,normal,100456.jpg
60,6,downy_mildew,107091.jpg
70,2,bacterial_panicle_blight,104102.jpg
75,3,blast,103339.jpg
67,9,tungro,106355.jpg
70,9,tungro,101084.jpg
72,5,dead_heart,106191.jpg
70,1,bacterial_leaf_streak,109234.jpg
75,5,dead_heart,100196.jpg
70,7,hispa,105567.jpg
60,8,normal,104629.jpg
75,3,blast,106324.jpg
70,9,tungro,103364.jpg
50,7,hispa,103242.jpg
70,8,normal,107727.jpg
55,0,bacterial_leaf_blight,105544.jpg
68,2,bacterial_panicle_blight,104269.jpg
67,8,normal,101566.jpg
55,0,bacterial_leaf_blight,104937.jpg
72,0,bacterial_leaf_blight,101718.jpg
67,5,dead_heart,100668.jpg
70,8,normal,103859.jpg
80,5,dead_heart,104259.jpg
80,5,dead_heart,104573.jpg
67,9,tungro,106287.jpg
70,1,bacterial_leaf_streak,101151.jpg
70,6,downy_mildew,108090.jpg
60,6,downy_mildew,106086.jpg
65,7,hispa,100538.jpg
50,1,bacterial_leaf_streak,109210.jpg
70,7,hispa,102566.jpg
67,8,normal,105383.jpg
67,5,dead_heart,109300.jpg
75,4,brown_spot,106515.jpg
50,3,blast,102600.jpg
65,5,dead_heart,101222.jpg
70,4,brown_spot,110299.jpg
55,7,hispa,101596.jpg
45,4,brown_spot,110088.jpg
60,1,bacterial_leaf_streak,103793.jpg
70,3,blast,104074.jpg
60,8,normal,105327.jpg
65,7,hispa,106732.jpg
75,2,bacterial_panicle_blight,105555.jpg
65,7,hispa,109976.jpg
50,7,hispa,107576.jpg
72,9,tungro,109692.jpg
70,3,blast,106649.jpg
65,7,hispa,107368.jpg
70,4,brown_spot,101797.jpg
68,1,bacterial_leaf_streak,103928.jpg
60,8,normal,103853.jpg
60,9,tungro,110339.jpg
55,4,brown_spot,108187.jpg
75,5,dead_heart,104071.jpg
75,3,blast,109179.jpg
70,8,normal,100525.jpg
73,5,dead_heart,110256.jpg
70,7,hispa,105595.jpg
60,6,downy_mildew,107422.jpg
72,0,bacterial_leaf_blight,106545.jpg
55,4,brown_spot,107932.jpg
70,5,dead_heart,106573.jpg
70,9,tungro,104133.jpg
60,9,tungro,108232.jpg
70,8,normal,103946.jpg
60,8,normal,108655.jpg
70,8,normal,106865.jpg
72,4,brown_spot,103495.jpg
60,9,tungro,101382.jpg
60,8,normal,105510.jpg
70,5,dead_heart,102368.jpg
70,4,brown_spot,103152.jpg
70,9,tungro,106174.jpg
72,9,tungro,103645.jpg
70,3,blast,102645.jpg
70,5,dead_heart,100434.jpg
47,3,blast,103490.jpg
75,5,dead_heart,101840.jpg
70,3,blast,100642.jpg
75,3,blast,108316.jpg
72,4,brown_spot,100671.jpg
60,3,blast,105193.jpg
70,7,hispa,106440.jpg
67,5,dead_heart,100559.jpg
45,4,brown_spot,102942.jpg
75,3,blast,106612.jpg
70,5,dead_heart,108829.jpg
70,3,blast,101058.jpg
60,6,downy_mildew,104397.jpg
70,3,blast,105257.jpg
50,7,hispa,104537.jpg
68,1,bacterial_leaf_streak,104419.jpg
70,4,brown_spot,108430.jpg
60,9,tungro,108534.jpg
72,0,bacterial_leaf_blight,102427.jpg
65,5,dead_heart,102229.jpg
57,9,tungro,104381.jpg
72,4,brown_spot,109269.jpg
50,3,blast,103745.jpg
70,5,dead_heart,105678.jpg
55,0,bacterial_leaf_blight,103615.jpg
65,7,hispa,102918.jpg
60,7,hispa,102302.jpg
70,5,dead_heart,106712.jpg
45,3,blast,104065.jpg
65,7,hispa,108515.jpg
75,5,dead_heart,104660.jpg
50,7,hispa,100193.jpg
45,3,blast,107974.jpg
75,3,blast,108041.jpg
67,8,normal,104966.jpg
60,8,normal,101418.jpg
68,3,blast,109537.jpg
70,1,bacterial_leaf_streak,107219.jpg
80,8,normal,105703.jpg
65,7,hispa,104125.jpg
45,6,downy_mildew,105354.jpg
65,7,hispa,100612.jpg
70,3,blast,107327.jpg
70,5,dead_heart,103027.jpg
50,1,bacterial_leaf_streak,110194.jpg
60,9,tungro,109425.jpg
47,3,blast,104739.jpg
55,9,tungro,107820.jpg
70,3,blast,106706.jpg
50,3,blast,107669.jpg
70,6,downy_mildew,106567.jpg
60,8,normal,105037.jpg
70,8,normal,100917.jpg
72,0,bacterial_leaf_blight,107274.jpg
70,4,brown_spot,104774.jpg
60,9,tungro,110108.jpg
65,7,hispa,104976.jpg
70,2,bacterial_panicle_blight,107432.jpg
80,5,dead_heart,107419.jpg
70,9,tungro,101359.jpg
67,4,brown_spot,107874.jpg
75,4,brown_spot,105966.jpg
50,6,downy_mildew,108292.jpg
70,7,hispa,104489.jpg
50,3,blast,106153.jpg
70,8,normal,106278.jpg
70,9,tungro,104266.jpg
60,8,normal,104874.jpg
72,5,dead_heart,103429.jpg
72,4,brown_spot,103041.jpg
80,5,dead_heart,107144.jpg
60,8,normal,109813.jpg
75,3,blast,109287.jpg
70,3,blast,101263.jpg
57,8,normal,108973.jpg
67,4,brown_spot,100555.jpg
80,5,dead_heart,103717.jpg
75,3,blast,108291.jpg
70,7,hispa,107779.jpg
75,5,dead_heart,100996.jpg
50,1,bacterial_leaf_streak,104181.jpg
50,4,brown_spot,101436.jpg
70,6,downy_mildew,101682.jpg
65,7,hispa,105407.jpg
65,7,hispa,102512.jpg
70,7,hispa,104030.jpg
55,3,blast,103975.jpg
50,1,bacterial_leaf_streak,102295.jpg
75,3,blast,108380.jpg
80,2,bacterial_panicle_blight,108878.jpg
60,8,normal,109336.jpg
70,8,normal,105834.jpg
57,7,hispa,107481.jpg
70,8,normal,102385.jpg
70,7,hispa,109498.jpg
50,1,bacterial_leaf_streak,109824.jpg
67,5,dead_heart,103092.jpg
60,8,normal,104846.jpg
65,0,bacterial_leaf_blight,101638.jpg
70,7,hispa,101705.jpg
70,7,hispa,100531.jpg
70,9,tungro,101357.jpg
55,4,brown_spot,100895.jpg
60,8,normal,108456.jpg
67,8,normal,107778.jpg
75,4,brown_spot,107033.jpg
60,6,downy_mildew,100722.jpg
60,8,normal,101675.jpg
70,8,normal,102182.jpg
67,7,hispa,106262.jpg
60,9,tungro,108922.jpg
70,5,dead_heart,103398.jpg
70,7,hispa,105336.jpg
50,7,hispa,100258.jpg
60,8,normal,107120.jpg
70,2,bacterial_panicle_blight,101597.jpg
70,4,brown_spot,101341.jpg
67,5,dead_heart,102163.jpg
50,8,normal,104789.jpg
70,7,hispa,103827.jpg
60,9,tungro,104367.jpg
70,4,brown_spot,107075.jpg
70,7,hispa,100918.jpg
70,5,dead_heart,104868.jpg
65,7,hispa,108550.jpg
72,5,dead_heart,104455.jpg
65,7,hispa,103044.jpg
70,3,blast,109602.jpg
70,6,downy_mildew,101114.jpg
70,5,dead_heart,109542.jpg
50,8,normal,109912.jpg
50,8,normal,109842.jpg
45,6,downy_mildew,101177.jpg
45,6,downy_mildew,101022.jpg
67,2,bacterial_panicle_blight,100495.jpg
75,5,dead_heart,102916.jpg
70,5,dead_heart,100589.jpg
67,9,tungro,103281.jpg
70,6,downy_mildew,103157.jpg
60,3,blast,101317.jpg
75,5,dead_heart,106721.jpg
55,4,brown_spot,106890.jpg
70,3,blast,102079.jpg
70,5,dead_heart,105088.jpg
70,9,tungro,101442.jpg
70,7,hispa,100187.jpg
72,5,dead_heart,102579.jpg
60,6,downy_mildew,104637.jpg
70,4,brown_spot,109964.jpg
60,3,blast,101804.jpg
70,4,brown_spot,109553.jpg
70,8,normal,109642.jpg
70,7,hispa,103752.jpg
70,8,normal,104958.jpg
65,5,dead_heart,103753.jpg
55,3,blast,107999.jpg
55,3,blast,110278.jpg
70,6,downy_mildew,103507.jpg
75,5,dead_heart,105947.jpg
70,2,bacterial_panicle_blight,102973.jpg
70,6,downy_mildew,104079.jpg
50,4,brown_spot,106248.jpg
60,9,tungro,102638.jpg
70,4,brown_spot,104149.jpg
70,6,downy_mildew,102521.jpg
60,8,normal,100985.jpg
68,3,blast,110139.jpg
70,3,blast,101760.jpg
75,4,brown_spot,107776.jpg
70,8,normal,108480.jpg
67,8,normal,100928.jpg
70,5,dead_heart,103524.jpg
75,3,blast,102124.jpg
67,5,dead_heart,107266.jpg
70,5,dead_heart,105218.jpg
67,5,dead_heart,105120.jpg
65,5,dead_heart,103727.jpg
70,3,blast,106847.jpg
77,3,blast,102565.jpg
65,0,bacterial_leaf_blight,104175.jpg
70,7,hispa,109759.jpg
70,7,hispa,106939.jpg
70,5,dead_heart,110224.jpg
60,8,normal,103926.jpg
70,7,hispa,108969.jpg
65,7,hispa,106590.jpg
60,9,tungro,104048.jpg
65,8,normal,110236.jpg
80,8,normal,103659.jpg
47,3,blast,107577.jpg
50,0,bacterial_leaf_blight,102190.jpg
60,8,normal,106467.jpg
47,3,blast,102478.jpg
70,4,brown_spot,102266.jpg
45,3,blast,109302.jpg
80,8,normal,106018.jpg
57,7,hispa,106068.jpg
80,8,normal,100835.jpg
67,5,dead_heart,108079.jpg
60,6,downy_mildew,103694.jpg
50,3,blast,102828.jpg
55,8,normal,108572.jpg
60,8,normal,103175.jpg
45,6,downy_mildew,108100.jpg
75,4,brown_spot,100208.jpg
70,1,bacterial_leaf_streak,104567.jpg
65,7,hispa,109804.jpg
75,3,blast,107094.jpg
60,3,blast,104572.jpg
55,3,blast,108332.jpg
45,6,downy_mildew,102675.jpg
67,5,dead_heart,106864.jpg
72,4,brown_spot,107462.jpg
70,5,dead_heart,100807.jpg
50,1,bacterial_leaf_streak,103728.jpg
60,8,normal,108634.jpg
70,3,blast,109732.jpg
75,4,brown_spot,100595.jpg
60,3,blast,108075.jpg
65,5,dead_heart,109920.jpg
60,0,bacterial_leaf_blight,110213.jpg
70,7,hispa,106654.jpg
70,3,blast,109450.jpg
75,4,brown_spot,102489.jpg
67,5,dead_heart,110031.jpg
70,9,tungro,105110.jpg
60,3,blast,101698.jpg
70,5,dead_heart,100036.jpg
47,3,blast,110326.jpg
60,8,normal,103947.jpg
70,3,blast,105171.jpg
70,8,normal,110250.jpg
50,3,blast,100932.jpg
67,3,blast,106431.jpg
70,7,hispa,106017.jpg
60,8,normal,106978.jpg
70,5,dead_heart,100474.jpg
55,0,bacterial_leaf_blight,107998.jpg
75,3,blast,105006.jpg
65,5,dead_heart,101408.jpg
60,8,normal,102950.jpg
72,7,hispa,108645.jpg
70,9,tungro,107951.jpg
50,8,normal,109176.jpg
70,5,dead_heart,100551.jpg
75,3,blast,110003.jpg
45,3,blast,106286.jpg
45,7,hispa,101882.jpg
